id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
980901,2016,Mumbai,2016-04-09,League,AM Rahane,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,wickets,9.0,122.0,20.0,N,,HDPK Dharmasena,CK Nandan
980903,2016,Kolkata,2016-04-10,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,99.0,20.0,N,,S Ravi,C Shamshuddin
980905,2016,Chandigarh,2016-04-11,League,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,162.0,20.0,N,,AK Chaudhary,VA Kulkarni
980907,2016,Bangalore,2016-04-12,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,45.0,228.0,20.0,N,,HDPK Dharmasena,VK Sharma
980909,2016,Kolkata,2016-04-13,League,RG Sharma,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,188.0,20.0,N,,Nitin Menon,S Ravi
980911,2016,Rajkot,2016-04-14,League,AJ Finch,Saurashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,bat,Gujarat Lions,wickets,7.0,164.0,20.0,N,,VA Kulkarni,CK Nandan
980913,2016,Delhi,2016-04-15,League,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,112.0,20.0,N,,S Ravi,C Shamshuddin
980915,2016,Hyderabad,2016-04-16,League,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,143.0,20.0,N,,AK Chaudhary,CK Nandan
980917,2016,Mumbai,2016-04-16,League,AJ Finch,Wankhede Stadium,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,144.0,20.0,N,,HDPK Dharmasena,VK Sharma
980919,2016,Chandigarh,2016-04-17,League,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,bat,Kings XI Punjab,wickets,6.0,153.0,20.0,N,,S Ravi,C Shamshuddin
980921,2016,Bangalore,2016-04-17,League,Q de Kock,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,192.0,20.0,N,,VA Kulkarni,A Nand Kishore
980923,2016,Hyderabad,2016-04-18,League,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,143.0,20.0,N,,HDPK Dharmasena,VK Sharma
