id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
501198,2011,Chennai,2011-04-08,League,S Anirudha,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,2.0,154.0,20.0,N,,BR Doctrove,PR Reiffel
501199,2011,Hyderabad,2011-04-09,League,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,138.0,20.0,N,,RE Koertzen,SK Tarapore
501200,2011,Kochi,2011-04-09,League,AB de Villiers,Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,6.0,162.0,20.0,N,,HDPK Dharmasena,K Hariharan
501201,2011,Delhi,2011-04-10,League,SL Malinga,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,wickets,8.0,96.0,20.0,N,,AM Saheba,RB Tiffin
501202,2011,Mumbai,2011-04-10,League,SB Wagh,Dr DY Patil Sports Academy,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,Pune Warriors,wickets,7.0,113.0,20.0,N,,BR Doctrove,PR Reiffel
501203,2011,Kolkata,2011-04-11,League,JH Kallis,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,9.0,164.0,20.0,N,,RE Koertzen,SK Tarapore
501204,2011,Jaipur,2011-04-12,League,SK Warne,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals,wickets,6.0,152.0,20.0,N,,Aleem Dar,RB Tiffin
501205,2011,Bangalore,2011-04-12,League,SR Tendulkar,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,141.0,20.0,N,,HDPK Dharmasena,AL Hill
501206,2011,Chandigarh,2011-04-13,League,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,189.0,20.0,N,,Asad Rauf,SL Shastri
501207,2011,Mumbai,2011-04-13,League,MD Mishra,Dr DY Patil Sports Academy,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Pune Warriors,wickets,4.0,149.0,20.0,N,,S Asnani,PR Reiffel
501208,2011,Hyderabad,2011-04-14,League,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,33.0,176.0,20.0,N,,RE Koertzen,S Ravi
501209,2011,Jaipur,2011-04-15,League,G Gambhir,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,160.0,20.0,N,,Aleem Dar,SS Hazare
501210,2011,Mumbai,2011-04-15,League,BB McCullum,Wankhede Stadium,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,183.0,20.0,N,,BR Doctrove,PR Reiffel
