id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
597998,2013,Kolkata,2013-04-03,League,SP Narine,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,129.0,20.0,N,,S Ravi,SJA Taufel
597999,2013,Bangalore,2013-04-04,League,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2.0,157.0,20.0,N,,VA Kulkarni,C Shamshuddin
598000,2013,Hyderabad,2013-04-05,League,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,runs,22.0,127.0,20.0,N,,S Ravi,SJA Taufel
598001,2013,Delhi,2013-04-06,League,R Dravid,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,166.0,20.0,N,,S Das,C Shamshuddin
598002,2013,Chennai,2013-04-06,League,KA Pollard,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,149.0,20.0,N,,M Erasmus,VA Kulkarni
598003,2013,Pune,2013-04-07,League,M Vohra,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,wickets,8.0,100.0,20.0,N,,S Asnani,SJA Taufel
598004,2013,Hyderabad,2013-04-07,League,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,tie,,131.0,20.0,Y,,AK Chaudhary,S Ravi
598005,2013,Jaipur,2013-04-08,League,SK Trivedi,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,145.0,20.0,N,,Aleem Dar,S Das
598006,2013,Mumbai,2013-04-09,League,KD Karthik,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,runs,44.0,210.0,20.0,N,,M Erasmus,VA Kulkarni
598048,2013,Bangalore,2013-04-09,League,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,7.0,162.0,20.0,N,,S Ravi,SJA Taufel
598007,2013,Chandigarh,2013-04-10,League,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,139.0,20.0,N,,Aleem Dar,C Shamshuddin
598008,2013,Bangalore,2013-04-11,League,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,155.0,20.0,N,,Asad Rauf,AK Chaudhary
598009,2013,Pune,2013-04-11,League,AJ Finch,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors,wickets,7.0,146.0,20.0,N,,M Erasmus,K Srinath
598010,2013,Delhi,2013-04-12,League,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,3.0,115.0,20.0,N,,Aleem Dar,Subroto Das
598011,2013,Mumbai,2013-04-13,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,runs,41.0,184.0,20.0,N,,S Ravi,SJA Taufel
598012,2013,Chennai,2013-04-13,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,166.0,20.0,N,,Asad Rauf,AK Chaudhary
598013,2013,Kolkata,2013-04-14,League,G Gambhir,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,181.0,20.0,N,,M Erasmus,VA Kulkarni
598014,2013,Jaipur,2013-04-14,League,JP Faulkner,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,125.0,20.0,N,,Aleem Dar,C Shamshuddin
598015,2013,Chennai,2013-04-15,League,SPD Smith,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Pune Warriors,runs,24.0,160.0,20.0,N,,Asad Rauf,AK Chaudhary
598016,2013,Chandigarh,2013-04-16,League,MS Gony,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,158.0,20.0,N,,CK Nandan,SJA Taufel
598017,2013,Bangalore,2013-04-16,League,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Royal Challengers Bangalore,tie,,153.0,20.0,Y,,M Erasmus,VA Kulkarni
598018,2013,Pune,2013-04-17,League,A Mishra,Maharashtra Cricket Association Stadium,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad,runs,11.0,120.0,20.0,N,,Asad Rauf,AK Chaudhary
598019,2013,Jaipur,2013-04-17,League,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,180.0,20.0,N,,Aleem Dar,C Shamshuddin
598020,2013,Delhi,2013-04-18,League,MEK Hussey,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,170.0,20.0,N,,M Erasmus,VA Kulkarni
598021,2013,Hyderabad,2013-04-19,League,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,124.0,20.0,N,,HDPK Dharmasena,CK Nandan
598022,2013,Kolkata,2013-04-20,League,RA Jadeja,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,120.0,20.0,N,,Asad Rauf,AK Chaudhary
598023,2013,Bangalore,2013-04-20,League,R Vinay Kumar,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,118.0,20.0,N,,Aleem Dar,C Shamshuddin
598024,2013,Delhi,2013-04-21,League,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,9.0,162.0,20.0,N,,HDPK Dharmasena,S Ravi
598025,2013,Chandigarh,2013-04-21,League,DA Miller,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,186.0,20.0,N,,M Erasmus,K Srinath
598026,2013,Chennai,2013-04-22,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,186.0,20.0,N,,S Asnani,AK Chaudhary
598027,2013,Bangalore,2013-04-23,League,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,runs,130.0,264.0,20.0,N,,Aleem Dar,C Shamshuddin
598059,2013,Delhi,2013-04-23,League,Harmeet Singh,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,121.0,20.0,N,,VA Kulkarni,K Srinath
598029,2013,Kolkata,2013-04-24,League,DR Smith,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,160.0,20.0,N,,HDPK Dharmasena,S Ravi
598030,2013,Chennai,2013-04-25,League,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,160.0,20.0,N,,Aleem Dar,S Das
598031,2013,Kolkata,2013-04-26,League,JH Kallis,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,150.0,20.0,N,,CK Nandan,S Ravi
598032,2013,Jaipur,2013-04-27,League,JP Faulkner,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,145.0,20.0,N,,VA Kulkarni,K Srinath
598033,2013,Mumbai,2013-04-27,League,DR Smith,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58.0,195.0,20.0,N,,Asad Rauf,S Asnani
598034,2013,Chennai,2013-04-28,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,201.0,20.0,N,,Aleem Dar,SJA Taufel
598035,2013,Raipur,2013-04-28,League,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils,runs,15.0,165.0,20.0,N,,CK Nandan,S Ravi
598036,2013,Jaipur,2013-04-29,League,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,172.0,20.0,N,,M Erasmus,K Srinath
598037,2013,Mumbai,2013-04-29,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,175.0,20.0,N,,Asad Rauf,AK Chaudhary
598038,2013,Pune,2013-04-30,League,MS Dhoni,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,165.0,20.0,N,,S Das,SJA Taufel
598039,2013,Hyderabad,2013-05-01,League,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,130.0,20.0,N,,Asad Rauf,S Asnani
598040,2013,Raipur,2013-05-01,League,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,7.0,137.0,20.0,N,,HDPK Dharmasena,CK Nandan
598041,2013,Chennai,2013-05-02,League,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15.0,187.0,20.0,N,,M Erasmus,VA Kulkarni
598042,2013,Pune,2013-05-02,League,AB de Villiers,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,17.0,188.0,20.0,N,,Aleem Dar,C Shamshuddin
598043,2013,Kolkata,2013-05-03,League,YK Pathan,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,133.0,20.0,N,,HDPK Dharmasena,CK Nandan
